COD_ACIDENTE;DATA;LOG1;LOG2;NUMERO;BAIRRO;AMC;NATUREZA;ILUMINACAO;TEMPO;SUPERFICIEPISTA;TIPOCRUZAMENTO;CONTROLETRAFEGO;USOSOLO;COORDENADAS
IOA7974;2022-05-06 02:11:00;RUA JOSE HIPOLITO;RUA CEL GUILHERME ALENCAR;;MESSEJANA;970692;Colisão Traseira;Via Iluminada;Nublado;Molhada;Cruz;Semáforo;Cruzamento;(-38.4920274 -3.8330246);
ASE5862;2022-05-05 08:50:00;Avenida Engenheiro Santana Júnior;;;COCO;970636;Choque c/ Obstáculo Fixo;Amanhecer;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.4859428 -3.741689);
HXW6309;2022-05-05 09:30:00;AV FRANCISCO SA;;;JACARECANGA;970568;Colisão Traseira;Luz do Dia;Bom;Seca;T;Não há Controle;Longo da via;(-38.54743496135881 -3.720681886350814);
IOQ8988;2022-05-05 11:00:00;Avenida Padre Antônio Tomás;;;PAPICU;970566;Colisão;Luz do Dia;Bom;Seca;Y;Não há Controle;Longo da via;(-38.47824469456111 -3.747077681478383);
AOU0576;2022-05-05 14:10:00;AV PONTES VIEIRA;;;SAO JOAO DO TAUAPE;970255;Colisão Traseira;Luz do Dia;Nublado;Seca;Meio de quadra;Outros;Longo da via;(-38.51341918991604 -3.752778554949733);
LSU4370;2022-05-05 22:10:00;AV JOAO PESSOA;;;DAMAS;970036;Atropelamento;Via Iluminada;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.5549666056801 -3.758500802736792);
TRU9736;2022-05-25 04:00:00;Rua Rocha Lima;AV DOM MANUEL;;CENTRO;965987;Colisão Transversal;Via Iluminada;Nublado;Seca;Cruz;Semáforo;Longo da via;(-38.523596 -3.7359658);
KNX3793;2022-05-05 12:00:00;Avenida Américo Barreira;;;BELA VISTA;969267;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.5563171 -3.7558964);
LYX4305;2022-05-25 23:15:00;Rua Melo de Oliveira;;;JOQUEI CLUBE;970695;Colisão Frontal;Via Iluminada;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.5771699228879 -3.770462400733213);
IUB0991;2022-05-05 20:13:00;Avenida Historiador Raimundo Girão;RUA HIS GUARINO ALVES;;PRAIA DE IRACEMA;968973;Colisão Lateral;Via Iluminada;Bom;Seca;T;Pare;Cruzamento;(-38.5146138 -3.7203951);
MUZ2408;2022-05-26 04:00:00;Avenida Bernardo Manuel;RUA JOAO FRANCA (PQ. 2 IRMÃOS);;PARQUE DOIS IRMAOS;965047;Colisão;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.55036929243577 -3.795406121599636);
SNG4877;2022-05-05 10:58:00;RUA BADY MIGUEL;AV FRE CIRILO;;MESSEJANA;966038;Colisão Traseira;Luz do Dia;Bom;Molhada;T;Semáforo;Cruzamento;(-38.4934213 -3.8277715);
MVC3712;2022-05-04 10:20:00;Avenida Deputado Paulino Rocha;RUA POMPILIO GOMES;;CASTELAO;970914;Colisão;Luz do Dia;Nublado;Seca;Meio de quadra;Semáforo;Cruzamento;(-38.51956819999999 -3.8100305);
QZS5473;2022-05-27 18:00:00;Rua Tibúrcio Cavalcante;;;ALDEOTA;970660;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50109711242726 -3.731353918026108);
GBU9632;2022-05-04 13:00:00;Avenida Santos Dumont;RUA RODRIGUES JUNIOR;;CENTRO;970680;Colisão Transversal;Não informado;Nublado;Seca;Cruz;Não informado;Cruzamento;(-38.5201391 -3.7291398);
UIA6937;2022-05-27 15:40:00;Rua Doutor José Teles;RUA ALBERTO FEITOSA LIMA;;GUARARAPES;970662;Colisão Transversal;Não informado;Nublado;Seca;Cruz;Pare;Longo da via;(-38.4842463 -3.7695038);
UTX9611;2022-05-04 22:32:00;Avenida Augusto dos Anjos;;;BONSUCESSO;970550;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58257726434108 -3.784092547064582);
NYS4126;2022-05-27 16:15:00;Avenida Luciano Carneiro;RUA ALM RUFINO;;VILA UNIAO;970856;Queda;Luz do Dia;Chuva;Molhada;Cruz;Semáforo;Longo da via;(-38.53722647314439 -3.76674419939178);
JQJ6520;2022-05-04 13:00:00;AV DR SILAS MUNGUBA;;;ITAPERI;970080;Colisão Traseira;Luz do Dia;Nublado;Seca;Meio de quadra;Pare;Longo da via;(-38.55212344723466 -3.785521722842734);
ROT4184;2022-05-04 09:00:00;Rua Joaquim Magalhães;RUA SOLON PINHEIRO;;JOSE BONIFACIO;969428;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5293176 -3.7394754);
FDV8371;2022-05-28 01:00:00;Rua Manuel Castelo Branco;;;MESSEJANA;970901;Colisão Traseira;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.49259451419827 -3.8318535693778);
UNJ4074;2022-05-03 16:30:00;Rua Antônio Pompeu;;;CENTRO;970506;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.527396 -3.735854999999999);
BDV9518;2022-05-28 08:40:00;Avenida Presidente Costa e Silva;;;PREFEITO JOSE VALTER;970307;Colisão Lateral;Amanhecer;Nublado;Molhada;T;Semáforo;Longo da via;(-38.53979603172644 -3.825532331274561);
VTM3437;2022-05-29 10:20:00;Avenida Pedro Lazar;AV ENG JOSÉ GUIMARÃES;;CIDADE DOS FUNCIONRAIOS;970348;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.48841562129329 -3.80501073429249);
BGU0171;2022-05-03 11:00:00;Rua Sabino Batista;RUA GERSON FARIAS;;MONTE CASTELO;970157;Colisão Traseira;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5526315 -3.7233582);
BGU0171;2022-05-04 00:00:00;Rua Newton Craveiro;RUA FARIAS LEMOS;;PARQUE IRACEMA;969949;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4961533 -3.8089918);
REG3712;2022-05-03 14:40:00;Avenida Rogaciano Leite;;;ENGENHEIRO LUCIANO CAVALCANTE;969813;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.4986831326499 -3.772482413835824);
PTD7923;2022-05-30 09:35:00;Rua Eduardo Perdigão;AV GODOFREDO MACIEL;;PARANGABA;960868;Colisão Lateral;Luz do Dia;Chuva;Molhada;Cruz;Não há Controle;Longo da via;(-38.5640110168241 -3.776561233528292);
CKE2604;2022-05-30 13:40:00;Avenida Eduardo Girão;RUA TIRADENTES;;BENFICA;970869;Colisão Traseira;Luz do Dia;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.54135705485358 -3.74757550571341);
VUL9563;2022-05-03 09:10:00;Avenida Deputado Oswaldo Studart;RUA EDUARDO STUDART;;FATIMA;969266;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo Danificado;Cruzamento;(-38.5297497 -3.7553316);
DXP6479;2022-05-03 22:30:00;Avenida General Osório de Paiva;;;PARANGABA;968760;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.57504025607092 -3.780939787666776);
SKE8344;2022-05-02 23:50:00;AV ALBERTO MAGNO;;;MONTESE;970691;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.55234876968156 -3.767857587244125);
GDI5125;2022-05-30 18:00:00;Rua Bragança;RUA TEODORO DE CASTRO;;GRANJA PORTUGAL;970911;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.59691098485969 -3.782015688173153);
LLO8532;2022-05-31 10:00:00;Rua José Júlio Frota;;;BONSUCESSO;968234;Colisão Transversal;Luz do Dia;Não informado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.58518436634284 -3.785056036612242);
YJI6486;2022-05-02 13:00:00;Rua Santo Inácio;;;MOURA BRASIL;970679;Colisão Lateral;Não informado;Chuva;Molhada;Meio de quadra;Não informado;Longo da via;(-38.54023054864854 -3.717796554676164);
HPV7607;2022-05-31 17:30:00;Avenida Independência;;;QUINTINO CUNHA;968848;Colisão Lateral;Não informado;Bom;Seca;Meio de quadra;Outros;Longo da via;(-38.59316125900265 -3.726313341355675);
EQH8386;2022-05-02 12:23:00;Avenida Dom Manuel;;;CENTRO;970678;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.52367426118684 -3.736341521105711);
NZY3222;2022-06-01 00:40:00;Rua Capitão Aragão;RUA CAP VASCONCELOS D46;;AEROLANDIA;969751;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.51740495204299 -3.76563081011503);
LYM0190;2022-06-01 00:00:00;Rua Máximo Linhares;RUA MON ANTERO;;CIDADE DOS FUNCIONRAIOS;969970;Colisão Lateral;Via Iluminada;Bom;Seca;T;Não há Controle;Longo da via;(-38.49371030751856 -3.798705356588524);
SBN6414;2022-05-02 08:40:00;Avenida General Osório de Paiva;;;PARQUE SAO JOSE;970254;Colisão Lateral;Luz do Dia;Bom;Seca;Duplo T;Outros;Longo da via;(-38.58747497847143 -3.789884173640531);
QWX1492;2022-05-31 17:00:00;Rua Saldanha Marinho;;;JOSE BONIFACIO;970936;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.53142217142869 -3.742243954021483);
WFX7526;2022-05-02 10:15:00;Rua General Tertuliano Potiguara;;;ALDEOTA;969959;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.49743321738449 -3.744176377613321);
WFH3400;2022-04-15 21:00:00;Avenida Governador Raul Barbosa;;;AEROLANDIA;969867;Colisão Lateral;Não informado;Bom;Seca;Cruz;Pare;Longo da via;(-38.513022218994 -3.775651262291323);
EIK0847;2022-05-02 20:40:00;Avenida Presidente Castelo Branco;;;PIRAMBU;969609;Colisão;Anoitecer;Bom;Seca;Não informado;Não há Controle;Longo da via;(-38.55657592850866 -3.711683260462568);
UIJ5916;2022-05-02 22:15:00;RUA BARBOSA DE FREITAS;;;ALDEOTA;968868;Colisão Transversal;Via Iluminada;Bom;Seca;Não informado;Outros;Longo da via;(-38.50129023887407 -3.748785270953133);
SRT6692;2022-04-15 22:03:00;Avenida Doutor Silas Munguba;AV HEROIS DO ACRE;;PASSARE;969833;Engavetamento;Via Iluminada;Bom;Seca;Não informado;Semáforo;Longo da via;(-38.52861115632899 -3.802976746523464);
FIH2931;2022-05-03 00:30:00;RUA EDUARDO PERDIGAO;AV GODOFREDO MACIEL;;PARANGABA;968469;Outros;Via Iluminada;Bom;Seca;T;Não há Controle;Cruzamento;(-38.5638241 -3.776679);
EDR9254;2022-05-02 06:00:00;Avenida César Cals;RUA RENATO BRAGA;;VICENTE PINZON;968150;Colisão Transversal;Não informado;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.4589346 -3.7314606);
NKQ5149;2022-04-15 19:30:00;Rua Professor Costa Mendes;RUA FRE MARCELINO;;RODOLFO TEOFILO;967249;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.5554084 -3.7469976);
EUF0986;2022-04-15 13:00:00;Rua Alves Batista;AV GENIBAU;;GENIBAU;960552;Colisão Frontal;Luz do Dia;Bom;Seca;Cruz;Não informado;Longo da via;(-38.6013392 -3.7605093);
ILP3202;2022-05-01 23:13:00;Avenida José Bastos;RUA JOAO SORONGO;;PAN AMERICANO;970683;Colisão Transversal;Via Iluminada;Chuva;Molhada;Meio de quadra;Não há Controle;Cruzamento;(-38.5477154 -3.7471793);
YUW7785;2022-05-01 12:25:00;AV GOV RAUL BARBOSA;;;AEROLANDIA;970580;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.50913301123084 -3.766508674855859);
DLJ6875;2022-04-14 16:40:00;Avenida H;RUA SGT JOAO PINHEIRO;;CONJUNTO CEARA II;970472;Não informado;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.62110451838425 -3.777075099217116);
OOR2304;2022-05-01 19:50:00;Avenida João Pessoa;RUA MIGUEL GONCALVES;;DAMAS;969805;Colisão Transversal;Anoitecer;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5550759 -3.7587176);
DTN4272;2022-05-01 17:50:00;AV A;RUA MIN ALBUQUERQUE LIMA;;CONJUNTO CEARA I;960848;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.6047081 -3.7705666);
HVZ9853;2022-04-14 11:20:00;Avenida Godofredo Maciel;;;MARAPONGA;970310;Choque c/ Obstáculo Fixo;Amanhecer;Bom;Seca;Duplo T;Não há Controle;Longo da via;(-38.5688872702328 -3.793775568239703);
POJ5418;2022-04-14 10:00:00;Rua Rui Monte;RUA CEL JOAQUIM FRANKLIN;;ANTONIO BEZERRA;968207;Colisão Frontal;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.5873086467949 -3.742447367231935);
IIF9477;2022-04-14 01:30:00;Rua Saldanha Marinho;RUA BAR ARATANHA;;FATIMA;968719;Queda;Via Iluminada;Bom;Seca;Cruz;Não há Controle;Longo da via;(-38.5296848 -3.7428198);
MZH1186;2022-04-13 22:00:00;Avenida B;AV F CJ ESPERANCA;;CONJUNTO ESPERANCA;967248;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.58839229348537 -3.817369782952612);
AFD2382;2022-04-16 12:04:00;AV AGUANAMBI;;;FATIMA;968283;Colisão Transversal;Luz do Dia;Bom;Seca;Rotatória;Semáforo Danificado;Longo da via;(-38.5239173529508 -3.755422891143138);
DYC8697;2022-04-16 11:05:00;RUA CARLOS CHAGAS;RUA ANSELMO NOGUEIRA;;BONSUCESSO;968284;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Pare;Cruzamento;(-38.5867717 -3.77969);
TXM0668;2022-04-16 03:00:00;AV CRISANTO MOREIRA DA ROCHA;RUA JONAS T. CARNEIRO;;CAMBEBA;969615;Colisão Lateral;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4806586883044 -3.798480546006064);
AIP8551;2022-04-17 00:00:00;Rua Barão de Aratanha;RUA PDE MIGUELINHO;;FATIMA;969946;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5300398 -3.7438408);
DEG1908;2022-04-16 18:15:00;AV 13 DE MAIO;;;FATIMA;969950;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52961973283514 -3.749063623780313);
RXT2344;2022-04-17 08:45:00;Avenida Plácido Castelo;;;JARDIM DAS OLIVEIRAS;970283;Colisão Lateral;Amanhecer;Nublado;Molhada;Outros;Não informado;Longo da via;(-38.5090857 -3.7839346);
IZK3071;2022-04-17 22:00:00;Avenida Aguanambi;RUA PDE MATOS SERRA;;JOSE BONIFACIO;970398;Colisão Transversal;Via Iluminada;Bom;Seca;Meio de quadra;Não informado;Cruzamento;(-38.5255315 -3.7440303);
QJA9893;2022-04-18 19:20:00;RUA ARAUJO TORREAO;RUA INACIO VASCONCELOS;;MESSEJANA;967993;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.4968935 -3.8129876);
OHX8899;2022-04-18 16:00:00;Rua Barão de Sobral;;;;969474;Colisão Transversal;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.55453208875799 -3.766840550319932);
BGW2560;2022-04-12 10:30:00;Rua Eduardo Bezerra;RUA FIS VIEIRA;;SAO JOAO DO TAUAPE;970487;Engavetamento;Luz do Dia;Bom;Seca;Cruz;Pare;Longo da via;(-38.5158512 -3.7540234);
CBI9472;2022-04-18 19:00:00;RUA PDE VALDEVINO;RUA VIS MAUA;;DIONISIO TORRES;969484;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5019065 -3.7437855);
ZFO9882;2022-04-12 22:00:00;Avenida Francisco Sá;;;CARLITO PAMPLONA;970397;Engavetamento;Via Iluminada;Bom;Molhada;Meio de quadra;Semáforo;Longo da via;(-38.56017544667303 -3.716468977746707);
BQL3129;2022-04-18 22:30:00;Rua Nunes Valente;RUA TORRES CAMARA;;ALDEOTA;969900;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5038575 -3.7366541);
FFX5948;2022-04-12 16:15:00;Avenida General Murilo Borges;;;SALINAS;970035;Colisão Frontal;Luz do Dia;Bom;Seca;Meio de quadra;Não informado;Longo da via;(-38.49800720917537 -3.767354421756528);
KBO4627;2022-04-18 19:40:00;Rua Júlio Braga;RUA SABIA;;JOAO XXIII;970209;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5780724 -3.7763246);
NKF5893;2022-04-18 10:40:00;Rua Pôrto Velho;RUA PRO MIRAMAR DA PONTE;;HENRIQUE JORGE;970284;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5833196 -3.7679158);
AEK5922;2022-04-13 00:30:00;Avenida Augusto dos Anjos;RUA VICENTE N BRAGA D14;;PARANGABA;969793;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Longo da via;(-38.576793 -3.7774795);
QNJ8846;2022-04-12 19:45:00;Avenida Presidente Castelo Branco;;;CRISTO REDENTOR;968608;Colisão Lateral;Luz do Dia;Bom;Seca;T;Não informado;Longo da via;(-38.56630161980414 -3.709161915756742);
AGH3654;2022-04-18 13:15:00;Avenida Senador Fernandes Távora;RUA RIBEIRO LEITAO;;JOQUEI CLUBE;970285;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.578191 -3.764256199999999);
QGA0695;2022-04-12 20:10:00;Rua Padre Pedro de Alencar;RUA VENEZA;;MESSEJANA;968303;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.49416629243423 -3.836660034154567);
MRC8721;2022-04-11 23:00:00;Avenida Ministro Albuquerque Lima;AV C CJ CEARA;;CONJUNTO CEARA I;970520;Colisão Transversal;Via Iluminada;Bom;Molhada;Cruz;Semáforo;Longo da via;(-38.61136810575923 -3.766187504931433);
UFG9977;2022-04-11 14:50:00;Rua General Bernardo Figueiredo;RUA 21 DE ABRIL D27;;PARQUELANDIA;970210;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Pare;Longo da via;(-38.56674149809475 -3.743507256353619);
LSO9866;2022-04-11 10:00:00;Rua Batista de Oliveira;RUA DR GILBERTO STUDART;;PAPICU;969937;Colisão Lateral;Amanhecer;Chuva;Molhada;Cruz;Não informado;Longo da via;(-38.48049775271398 -3.743630374703792);
QGL9484;2022-04-11 19:55:00;Avenida Domingos Olímpio;RUA SOLON PINHEIRO;;JOSE BONIFACIO;969597;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Longo da via;(-38.52854684383389 -3.737383434844372);
XSV0383;2022-04-11 10:50:00;Avenida Comodoro Estácio Brigido;AV PINTO BANDEIRA D56;;ENGENHEIRO LUCIANO CAVALCANTE;969406;Colisão Transversal;Luz do Dia;Nublado;Molhada;Cruz;Semáforo;Longo da via;(-38.48772899267512 -3.777080451983117);
EOZ9682;2022-04-11 19:50:00;Rua Dom Lino;RUA GUSTAVO SAMPAIO;;PARQUELANDIA;968304;Colisão Transversal;Luz do Dia;Bom;Molhada;Cruz;Semáforo;Longo da via;(-38.5572956 -3.7354346);
DFE9796;2022-04-11 00:30:00;Avenida Domingos Olímpio;AV DA UNIVERSIDADE;;BENFICA;970494;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Cancela Danificada;Longo da via;(-38.5342671 -3.7356143);
IKI5143;2022-04-10 12:00:00;Avenida Augusto dos Anjos;;;BONSUCESSO;970484;Choque c/ Obstáculo Fixo;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.57703044319648 -3.777776311280801);
SPS8958;2022-04-18 14:10:00;Avenida Duque de Caxias;;;CENTRO;970473;Outros;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.53046194130509 -3.731591459423315);
ARI8146;2022-04-18 23:30:00;Avenida Engenheiro Santana Júnior;;;COCO;970551;Colisão;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.48959042860724 -3.747088387378897);
ZGN5475;2022-04-19 16:30:00;Avenida Borges de Melo;;;FATIMA;968007;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5273426 -3.760403);
QTI5082;2022-04-19 11:20:00;Avenida General Murilo Borges;;;SALINAS;969538;Engavetamento;Luz do Dia;Bom;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.4980672 -3.7672671);
XBC0015;2022-04-19 15:03:00;Rua Carlos Vasconcelos;RUA JOAO CARVALHO;;ALDEOTA;970425;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5118448 -3.7362396);
OCD8583;2022-04-10 19:00:00;Avenida Dom Luís;RUA FRE MANSUETO;;VARJOTA;970455;Colisão Transversal;Luz do Dia;Nublado;Seca;Cruz;Semáforo;Longo da via;(-38.4886057 -3.7359642);
EIS1091;2022-04-20 16:00:00;Avenida Borges de Melo;;;FATIMA;EIS1091;Colisão Traseira;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.52165893202195 -3.761123710131866);
FTM9879;2022-04-10 09:00:00;Rua Azevedo Bolão;;;PARQUE ARAXA;970311;Colisão Frontal;Amanhecer;Bom;Seca;Duplo T;Não há Controle;Longo da via;(-38.556983621464 -3.736516246872427);
VNV9841;2022-04-20 22:00:00;RUA CON LIMA SUCUPIRA;RUA GOV JOAO CARLOS;;SERRINHA;969261;Colisão Transversal;Via Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.5515376 -3.7779461);
IEN2410;2022-04-10 21:30:00;Avenida Dom Luís;;;ALDEOTA;969870;Queda;Via Iluminada;Bom;Seca;Rotatória;Semáforo;Longo da via;(-38.49801257523544 -3.733074251594396);
GAH2729;2022-04-10 21:30:00;Avenida Professor José Arthur de Carvalho;;;LAGOA REDONDA;969869;Colisão Transversal;Via Iluminada;Bom;Seca;T;Outros;Longo da via;(-38.46611038520015 -3.826645643318411);
JNK7675;2022-04-10 20:00:00;Rua Rio Grande do Sul;;;BELA VISTA;968166;Atropelamento;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.56260553625078 -3.751338619526309);
FBQ5758;2022-04-20 18:20:00;Avenida Professor Gomes de Matos;RUA CEL ALEXANDRINO;;MONTESE;969364;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5504356 -3.7667435);
FII5108;2022-04-09 21:35:00;Rua Leonardo Mota;;;ALDEOTA;970396;Colisão Lateral;Via Iluminada;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.49720791792628 -3.739449694087403);
INU4679;2022-04-09 07:00:00;Rua Central;;;BARROSO;970386;Choque c/ Obstáculo Fixo;Via Iluminada;Nublado;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.51044193274877 -3.819617836796956);
IWO4148;2022-04-09 05:30:00;Avenida Humberto Monte;;;PARQUELANDIA;969932;Colisão Traseira;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.56911102827608 -3.737176591186238);
XFE7448;2022-04-20 16:50:00;Avenida Borges de Melo;AV LUCIANO CARNEIRO;;PARREAO;969365;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.5341213 -3.7563791);
KCG7093;2022-04-09 16:00:00;Avenida Sargento Hermínio Sampaio;;;MONTE CASTELO;969331;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.5557283488179 -3.725483614031524);
JPX9558;2022-04-20 16:10:00;Avenida Rogaciano Leite;RUA 13 UI 308;;AEROLANDIA;970426;Colisão Lateral;Luz do Dia;Bom;Seca;T;Pare;Cruzamento;(-38.50264742959823 -3.784376241320497);
TEK2638;2022-04-09 17:15:00;Rua Germano Franck;;;PARANGABA;969205;Colisão Traseira;Luz do Dia;Nublado;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.56088892201208 -3.776304300569781);
OJK9212;2022-04-20 13:12:00;Avenida Carneiro de Mendonça;RUA MINAS GERAIS;;DEMOCRITO ROCHA;970474;Colisão Lateral;Luz do Dia;Bom;Seca;Cruz;Não há Controle;Cruzamento;(-38.56916457862499 -3.762913488616351);
PAH0278;2022-04-20 17:30:00;Avenida Augusto dos Anjos;;;BONSUCESSO;970509;Colisão Lateral;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo;Longo da via;(-38.57877089999999 -3.7797255);
BYO2879;2022-04-08 10:25:00;Rua General Mário Hermes;RUA ADOLFO B DE MENEZES;;ALVARO WEYNE;970369;Colisão Transversal;Luz do Dia;Chuva;Molhada;Cruz;Pare;Longo da via;(-38.57662 -3.7143592);
PVY4076;2022-04-08 11:00:00;Rua Desembargador Jucá Filho;;;JARDIM DAS OLIVEIRAS;970361;Colisão Transversal;Não informado;Chuva;Molhada;Meio de quadra;Pare;Longo da via;(-38.50232557671453 -3.77994952980182);
GAO1582;2022-04-20 14:00:00;Avenida General Osório de Paiva;;;CANINDEZINHO;970510;Engavetamento;Luz do Dia;Bom;Seca;Meio de quadra;Semáforo Danificado;Longo da via;(-38.61582592728968 -3.819002298829653);
XGV9693;2022-04-08 19:40:00;Avenida Porto Velho;RUA PRO MIRAMAR DA PONTE;;HENRIQUE JORGE;970344;Colisão Transversal;Anoitecer;Nublado;Seca;Cruz;Pare;Longo da via;(-38.58773780187933 -3.765614751605419);
NTG2542;2022-04-20 11:50:00;Rua Pereira Filgueiras;RUA NUNES VALENTE;;ALDEOTA;970556;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.503277 -3.7314851);
LQU9345;2022-04-21 14:40:00;RUA RIO GRANDE DO SUL;RUA DIAMANTINA;;DEMOCRITO ROCHA;966040;Colisão Transversal;Luz do Dia;Bom;Seca;Cruz;Semáforo;Cruzamento;(-38.57048436526906 -3.763448773770651);
BRE7300;2022-04-09 00:00:00;Rua da Sorte;;;BOM JARDIM;969792;Colisão Frontal;Via Iluminada;Bom;Seca;Meio de quadra;Não há Controle;Longo da via;(-38.6166671 -3.8003931);
NJE0327;2022-04-08 11:40:00;Avenida General Osório de Paiva;;;CANINDEZINHO;967908;Colisão Lateral;Luz do Dia;Chuva;Molhada;Meio de quadra;Não há Controle;Longo da via;(-38.60636845196956 -3.809100105692092);
JZC2200;2022-04-21 22:30:00;RUA ZACARIAS GONDIM;RUA LIVINO DE CARVALHO;;PARANGABA;968849;Colisão Transversal;Mal Iluminada;Bom;Seca;Cruz;Pare;Cruzamento;(-38.55314640902924 -3.773405017628833);
